"","gender","v_m","mean_math","v_s","se","year","country"
"62","MALE",2.22604425018809,373.734526797273,10.5517123670374,3.60560134266731,"2018","INDONESIA"
"63","FEMALE",1.88362929399876,496.676173671906,5.19983478703996,2.69663253159169,"2018","IRELAND"
"64","MALE",0.803856397459882,502.623568613612,7.37636680730109,2.87412749273705,"2018","IRELAND"
"65","FEMALE",2.17451009655632,467.386362246446,10.1109684364124,3.53594818155249,"2018","ISRAEL"
"66","MALE",3.15197292255268,458.193635285558,23.5433358744812,5.19716327329526,"2018","ISRAEL"
"67","FEMALE",1.88374735480002,478.548682990105,7.7198979415779,3.12922035527349,"2018","ITALY"
"68","MALE",0.362392823038804,494.090670231885,10.7826155012929,3.34383725779763,"2018","ITALY"
"69","FEMALE",1.06967632107764,522.034617536026,7.01382519048419,2.86189956910958,"2018","JAPAN"
"70","MALE",0.920152881092116,532.156109627178,10.7070024484531,3.42332741899667,"2018","JAPAN"
"71","FEMALE",0.654658770528774,402.783273076372,9.07514738505518,3.12973993051129,"2018","JORDAN"
"72","MALE",1.79809789850797,396.631269400915,25.0211824686919,5.19606487229044,"2018","JORDAN"
"73","FEMALE",3.31918639116576,422.482002862951,3.3607822869569,2.64799684993001,"2018","KAZAKHSTAN"
"74","MALE",0.330637414894501,423.773931872768,3.80523222621337,2.04179660656916,"2018","KAZAKHSTAN"
"75","FEMALE",1.02315079492038,523.814004561439,15.2192441611694,4.04285914119968,"2018","KOREA"
"76","MALE",0.844793350874563,527.856147498456,16.0576960502154,4.12152504980588,"2018","KOREA"
"77","FEMALE",0.880899643610966,363.776532478771,2.74001293836993,1.92587708495168,"2018","KOSOVO"
"78","MALE",1.80318973938292,367.993933192901,2.60981341380874,2.14320370640076,"2018","KOSOVO"
"79","FEMALE",2.59064881313676,492.794753924563,3.1890287046322,2.4573852768914,"2018","LATVIA"
"80","MALE",1.82360678448082,499.563002249915,3.05377517274417,2.24938716891359,"2018","LATVIA"
"81","FEMALE",1.45134029201207,393.305183980399,14.1820347686118,3.97221715038655,"2018","LEBANON"
"82","MALE",1.65486645435793,393.618815618127,23.2451159524273,5.0065426246284,"2018","LEBANON"
"83","FEMALE",4.0637479756405,482.453799078649,2.81993436886754,2.70001058184447,"2018","LITHUANIA"
"84","MALE",2.58443784853556,479.982688248683,2.99760425081212,2.41670972278452,"2018","LITHUANIA"
"85","FEMALE",1.09206552877442,479.624474319127,1.58712687014051,1.66984997882815,"2018","LUXEMBOURG"
"86","MALE",0.451810379620032,487.114450610879,1.69386337252351,1.48015363733146,"2018","LUXEMBOURG"
"87","FEMALE",2.1791330475445,555.767268195547,2.46482293192443,2.20496469001737,"2018","MACAO"
"88","MALE",2.06688546972951,559.522914619665,2.42200942439186,2.16692949610603,"2018","MACAO"
"89","FEMALE",0.952608144507384,443.48121557479,9.21425309467547,3.20345470603747,"2018","MALAYSIA"
"90","MALE",1.84500736605287,436.760400859543,9.98608298255749,3.46635126396845,"2018","MALAYSIA"
"91","FEMALE",2.40310719826437,478.415380853535,4.83387042983691,2.73446308220238,"2018","MALTA"
"92","MALE",1.7264929755163,465.585838634637,3.98834302342557,2.42641408182806,"2018","MALTA"
"93","FEMALE",0.987095232995854,403.165629107169,6.44558941963504,2.74433856802153,"2018","MEXICO"
"94","MALE",1.31459670601296,414.917808706934,6.82070707347543,2.87519798450293,"2018","MEXICO"
"95","FEMALE",1.39041479423519,421.670051029767,6.98895387732058,2.91863155450963,"2018","MOLDOVA"
"96","MALE",0.642332573411773,419.595122029875,6.38105357135558,2.66225832745595,"2018","MOLDOVA"
"97","FEMALE",2.85559165056417,425.316089322742,1.60894508835931,2.17947147354121,"2018","MONTENEGRO"
"98","MALE",1.46987053619135,433.555980870941,1.82941914628787,1.85641502259014,"2018","MONTENEGRO"
"99","FEMALE",1.16279190015286,367.278386077557,10.5128134409715,3.43393135212975,"2018","MOROCCO"
"100","MALE",1.50205450377976,368.137377728553,11.8223725227192,3.67078090831868,"2018","MOROCCO"
"101","FEMALE",3.09123189473293,494.115591038685,17.1193605589638,4.52986927440186,"2018","MOSCOW REGION (RUS)"
"102","MALE",1.84486697521696,495.654468963085,21.3543546853678,4.83567041454507,"2018","MOSCOW REGION (RUS)"
"103","FEMALE",1.10100026402025,518.547571749966,5.88097666414233,2.66309537091044,"2018","NETHERLANDS"
"104","MALE",1.80010048304057,519.910894651173,10.2562458716009,3.49805037169928,"2018","NETHERLANDS"
"105","FEMALE",0.469768430701278,490.021524581566,4.61953326288043,2.26633592758263,"2018","NEW ZEALAND"
"106","MALE",1.57752211257516,498.888017335768,4.43853385615227,2.48471490919682,"2018","NEW ZEALAND"
"107","FEMALE",1.71701896123855,398.329589392179,2.43740447768866,2.07993397372394,"2018","NORTH MACEDONIA"
"108","MALE",1.17104113544209,390.933268619618,2.41175035364712,1.92351126917245,"2018","NORTH MACEDONIA"
"109","FEMALE",1.39057091414937,504.505443030845,5.32413763549194,2.61796975556561,"2018","NORWAY"
"110","MALE",1.71738911171581,497.498507607864,4.55025962328763,2.53759485461628,"2018","NORWAY"
"111","FEMALE",1.49000259165653,349.046437028258,7.41595132976503,3.00914509131534,"2018","PANAMA"
"112","MALE",2.03496748719896,356.704538843702,9.15702626737224,3.37572073834479,"2018","PANAMA"
"113","FEMALE",0.480432794940029,391.508138149931,6.22388893346285,2.59853131747472,"2018","PERU"
"114","MALE",1.2980354008089,407.837234150718,9.19914973997115,3.25990623804749,"2018","PERU"
"115","FEMALE",3.4982634342673,358.036730077752,10.1124324469148,3.73637822290635,"2018","PHILIPPINES"
"116","MALE",4.10877347325833,346.389173072128,11.3464328785286,3.98322528852094,"2018","PHILIPPINES"
"117","FEMALE",0.705629746521002,514.948470604307,8.87666193724965,3.10690435295694,"2018","POLAND"
"118","MALE",1.19048675337245,516.348043391563,7.19037264071614,2.91546018141662,"2018","POLAND"
"119","FEMALE",1.22393618679635,487.913088836217,8.51093769376457,3.13962856071233,"2018","PORTUGAL"
"120","MALE",1.036162009647,496.931424193776,8.11486105381372,3.04214385991613,"2018","PORTUGAL"
"121","FEMALE",1.52116561602205,426.395811443038,0.717398508488012,1.54618261732315,"2018","QATAR"
"122","MALE",1.09821750818053,402.409746880858,0.84991866933398,1.43455844367965,"2018","QATAR"
"123","FEMALE",1.00627378257596,427.219899786713,30.2631203828947,5.6008947092164,"2018","ROMANIA"
"124","MALE",1.5230745390893,432.455805222621,22.6278148491693,4.92982726291373,"2018","ROMANIA"
"125","FEMALE",0.732782730845675,485.457089053246,8.8015469370096,3.09961416001086,"2018","RUSSIAN FEDERATION"
"126","MALE",1.17316924628247,490.15444832795,9.10433303509623,3.22409975124948,"2018","RUSSIAN FEDERATION"
"127","FEMALE",4.11112815078913,379.967787737924,11.3449239465961,3.98336100704721,"2018","SAUDI ARABIA"
"128","MALE",1.08226175531869,366.919779227983,13.4672062461492,3.82853681933447,"2018","SAUDI ARABIA"
"129","FEMALE",1.37748013200663,446.80273225938,10.293291618474,3.43635268325027,"2018","SERBIA"
"130","MALE",1.78476703943509,449.708252299951,13.5512264709503,3.93884122735722,"2018","SERBIA"
"131","FEMALE",2.9867399488139,566.893618836557,2.07745965101238,2.31578789933527,"2018","SINGAPORE"
"132","MALE",0.862889981990446,571.041480022562,1.53822079390482,1.57714925549052,"2018","SINGAPORE"
"133","FEMALE",1.14017142444937,483.90195629023,9.16330145721557,3.22761367330569,"2018","SLOVAK REPUBLIC"
"134","MALE",2.46953330534947,488.4590582843,7.24584119712815,3.15631554712335,"2018","SLOVAK REPUBLIC"
"135","FEMALE",0.675956062735072,508.590193393517,2.5977409666384,1.82792030341779,"2018","SLOVENIA"
"136","MALE",0.926927721440495,509.190392560868,2.51466885584891,1.8799705714275,"2018","SLOVENIA"
"137","FEMALE",0.413797568655941,478.135910517175,1.72704322007957,1.47723408625753,"2018","SPAIN"
"138","MALE",1.68984146874867,484.568195214048,2.39542340464829,2.06258309414962,"2018","SPAIN"
"139","FEMALE",0.431807840743236,503.01281406083,8.90713586596607,3.0630253820012,"2018","SWEDEN"
"140","MALE",1.5637946061776,501.763165996711,7.65392052535211,3.06171432242583,"2018","SWEDEN"
"141","FEMALE",2.0215498581526,511.596413300341,10.3100047902326,3.54029795839284,"2018","SWITZERLAND"
"142","MALE",0.829133911820808,518.658138560747,7.91851232792162,2.9716257555292,"2018","SWITZERLAND"
"143","FEMALE",0.897226412948645,472.948572048485,9.79548354758984,3.28366146273232,"2018","TATARSTAN (RUS)"
"144","MALE",2.10548529156901,477.858256768564,9.11366290335661,3.38078344826795,"2018","TATARSTAN (RUS)"
"145","FEMALE",0.766271338911007,426.031218434408,12.8246488648228,3.69696461135685,"2018","THAILAND"
"146","MALE",3.0952407920597,410.060180873298,20.985518599884,4.93865198927295,"2018","THAILAND"
"147","FEMALE",1.04247348735327,451.015096440495,7.1065235705499,2.87284604645611,"2018","TURKEY"
"148","MALE",1.92126744858607,455.957953005309,7.86779731959159,3.15930237758849,"2018","TURKEY"
"149","FEMALE",2.38646262325767,449.435901906695,12.825893743498,3.93077633923395,"2018","UKRAINE"
"150","MALE",1.77713638239279,456.4317234134,16.292291034332,4.27166724534625,"2018","UKRAINE"
"151","FEMALE",1.72349294169788,439.320269559521,5.82837130801325,2.77924693826959,"2018","UNITED ARAB EMIRATES"
"152","MALE",2.02691252512049,430.453420313965,3.50999010686382,2.39574495397494,"2018","UNITED ARAB EMIRATES"
"153","FEMALE",0.620329514061439,495.858380500729,8.48796432043704,3.02825474257114,"2018","UNITED KINGDOM"
"154","MALE",0.847228827302893,508.034097971301,9.45090194213094,3.22224357430721,"2018","UNITED KINGDOM"
"155","FEMALE",0.791794192232442,473.846214414914,10.0423954184018,3.30353886459013,"2018","UNITED STATES"
"156","MALE",0.824383877486618,482.457690446764,14.3350072915493,3.90407857973999,"2018","UNITED STATES"
"157","FEMALE",1.74856948061204,413.673417332256,6.8249600125822,2.95776713776718,"2018","URUGUAY"
"158","MALE",2.39231307329849,422.006062669955,8.10863091515313,3.27722066632405,"2018","URUGUAY"
"159","FEMALE",NA,NA,NA,NA,"2018","VIETNAM"
"160","MALE",NA,NA,NA,NA,"2018","VIETNAM"
"161","FEMALE",0.73818473858587,417.7500290201,11.2883866361648,3.4785614625315,"2015","ALBANIA"
"162","MALE",1.1541658984672,408.545458273073,16.7910304897024,4.24977799161512,"2015","ALBANIA"
"163","FEMALE",2.19077200260366,363.072479283553,10.9074373205143,3.64928575523737,"2015","ALGERIA"
"164","MALE",0.692833071421965,356.495105684897,8.96467000341893,3.1187796302373,"2015","ALGERIA"
"165","FEMALE",4.01790913456106,446.03262442006,56.0619385969566,7.77699419087952,"2015","ARGENTINA (CIUDAD AUTÓNOMA DE BUENOS)"
"166","MALE",7.6477617403536,467.313534857188,55.2658281484226,7.97987255930892,"2015","ARGENTINA (CIUDAD AUTÓNOMA DE BUENOS)"
"167","FEMALE",3.54335466251346,490.98550064413,2.26479264012763,2.4824348468575,"2015","AUSTRALIA"
"168","MALE",1.12666202931246,496.761345264238,3.37252515147361,2.14752261541464,"2015","AUSTRALIA"
"169","FEMALE",1.4871567857275,483.133025916039,11.1942744001317,3.58191943857368,"2015","AUSTRIA"
"170","MALE",1.45084990362305,510.098216735808,12.9273436897935,3.81094195492123,"2015","AUSTRIA"
"171","FEMALE",2.37171910811782,528.194647734158,29.59362610665,5.67472617185883,"2015","B-S-J-G (CHINA)"
"172","MALE",2.14905909342683,534.010671023037,20.6076636097511,4.79287268895394,"2015","B-S-J-G (CHINA)"
"173","FEMALE",0.768656015357619,499.73902211218,6.77670613254047,2.76083823311578,"2015","BELGIUM"
"174","MALE",0.405226231598198,514.002571450851,8.91005693398074,3.05872617093109,"2015","BELGIUM"
"175","FEMALE",1.94246281518882,369.549308143938,6.73005509999039,2.97771123460588,"2015","BRAZIL"
"176","MALE",2.50825246293011,385.040590645429,7.57563489773968,3.21476478252497,"2015","BRAZIL"
"177","FEMALE",1.65782433529175,442.16311879941,17.0379446314395,4.34298876354297,"2015","BULGARIA"
"178","MALE",1.65528929930429,440.318935881274,21.221756063398,4.80026814799264,"2015","BULGARIA"
"179","FEMALE",1.52361551474238,511.141725659967,4.91812194205865,2.56789777995061,"2015","CANADA"
"180","MALE",1.78223995522769,520.166125559741,6.17301454906589,2.85192540221801,"2015","CANADA"
"181","FEMALE",1.52044730321758,413.448981005431,7.61891967647927,3.0481817055449,"2015","CHILE"
"182","MALE",1.33920371257843,431.79808741426,8.25142968989836,3.11842167991031,"2015","CHILE"
"183","FEMALE",1.72793449650076,539.441480747528,14.5235245049042,4.05268459802327,"2015","CHINESE TAIPEI"
"184","MALE",4.66267835671959,545.13817476115,17.3034300308648,4.73628295430672,"2015","CHINESE TAIPEI"
"185","FEMALE",0.749126070100079,384.488336261699,4.93876976397961,2.40058502059179,"2015","COLOMBIA"
"186","MALE",2.41799686735454,395.391120766716,8.15458037362985,3.28852199745111,"2015","COLOMBIA"
"187","FEMALE",3.68988851955494,392.31286282768,4.66784960850774,2.95410341390043,"2015","COSTA RICA"
"188","MALE",1.60185771925967,408.451613606322,6.14785330630599,2.81245387473139,"2015","COSTA RICA"
"189","FEMALE",1.89568305683869,457.961192191038,9.15912516222368,3.35326356326881,"2015","CROATIA"
"190","MALE",2.40601269101287,470.598668582278,10.7776689271873,3.66391633191882,"2015","CROATIA"
"191","FEMALE",1.44082945944986,488.66560559391,6.1459751105217,2.78044735895441,"2015","CZECH REPUBLIC"
